date_vente;heure;magasin;code_produit;libelle_produit;qte;prix_unitaire;mode_paiement
12/11/2025;13:44;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
28/07/2025;14:29;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;2;32000;Mobile Money
25/05/2026;18:31;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
23/09/2025;16:30;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;2;24500;Mobile Money
08/09/2025;21:14;Magasin-Douala-01;P-0414;Set 6 Verres Décorés;1;9000;Cash
16/10/2025;21:58;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
20/03/2026;19:01;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;2;5000;Orange Money
17/03/2026;10:44;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
04/03/2026;21:36;Magasin-Bafoussam-01;P-0410;Huile Coco Bio 500 ml;1;4050;Orange Money
05/03/2026;14:37;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
10/10/2025;12:37;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;1;15500;Mobile Money
29/08/2025;15:14;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
13/02/2026;21:14;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Cash
08/12/2025;18:22;Magasin-Douala-02;P-0407;Chemise Homme Slim Fit;2;15500;Cash
22/09/2025;19:24;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
05/12/2025;15:08;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;1;15500;Orange Money
17/11/2025;15:18;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;2;24500;Carte Bancaire
06/02/2026;19:18;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;2;4500;Orange Money
07/09/2025;08:20;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;1;15500;Mobile Money
07/06/2025;15:54;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;2;24500;Cash
13/09/2025;12:04;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
04/09/2025;19:32;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Cash
07/12/2025;19:22;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;;15500;Orange Money
29/08/2025;20:28;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;2;5000;Mobile Money
13/06/2025;14:35;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;;15500;Cash
01/08/2025;14:38;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;3;3500;Orange Money
15/03/2026;19:38;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;2;28000;Orange Money
04/04/2026;16:04;Magasin-Douala-02;P-0409;Sandales Cuir Artisanales;1;12500;Orange Money
12/03/2026;14:30;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Cash
07/09/2025;10:51;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;3;15000;Carte Bancaire
11/05/2026;16:11;Magasin-Douala-01;P-0403;Power Bank 10000mAh;2;15000;Mobile Money
07/08/2025;12:15;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Cash
29/04/2026;12:30;Magasin-Bafoussam-01;P-0408;Sac à Main Cuir Bafia;3;35000;Orange Money
05/05/2026;11:01;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
09/04/2026;15:22;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
01/05/2026;17:47;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
02/06/2025;12:39;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;2;2000;Mobile Money
13/10/2025;14:34;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
21/07/2025;15:23;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;2;24500;Cash
21/11/2025;19:42;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;2;16200;Cash
09/11/2025;11:43;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
12/01/2026;17:24;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;1;32000;Mobile Money
26/12/2025;08:25;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
20/06/2025;15:46;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
08/06/2025;09:18;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
10/04/2026;13:01;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
03/07/2025;15:49;Magasin-Bafoussam-01;P-0414;Set 6 Verres Décorés;1;9000;Cash
24/06/2025;12:25;Magasin-Yaounde-01;P-0406;Robe Wax Modèle Akwa;3;28000;Cash
24/05/2026;13:38;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
18/06/2025;21:16;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
02/12/2025;16:52;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Mobile Money
16/11/2025;17:35;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;3;15500;Carte Bancaire
28/05/2026;20:11;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
16/05/2026;14:02;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
07/11/2025;13:55;Magasin-Douala-02;P-0409;Sandales Cuir Artisanales;1;12500;Cash
28/05/2026;09:04;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;2;3500;Cash
25/04/2026;14:10;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;1;15500;Mobile Money
28/03/2026;08:35;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
27/12/2025;18:25;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Cash
19/11/2025;21:34;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;15000;Cash
30/04/2026;21:18;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
19/12/2025;13:13;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
11/06/2025;16:59;Magasin-Douala-02;P-0409;Sandales Cuir Artisanales;1;11250;Orange Money
17/07/2025;08:32;Magasin-Yaounde-01;P-0406;Robe Wax Modèle Akwa;2;28000;Mobile Money
22/05/2026;14:22;Magasin-Yaounde-01;P-0406;Robe Wax Modèle Akwa;1;28000;Cash
14/07/2025;21:56;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
19/12/2025;14:10;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;15000;Cash
23/06/2025;15:48;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;3;12500;Mobile Money
10/12/2025;09:31;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;2;11250;Cash
22/09/2025;13:54;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
06/02/2026;18:01;Magasin-Douala-02;P-0403;Power Bank 10000mAh;2;15000;Orange Money
31/10/2025;12:35;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;2;12000;Cash
19/12/2025;20:33;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Cash
05/12/2025;18:42;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;3;3150;Carte Bancaire
26/11/2025;11:56;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;3;5000;Mobile Money
21/03/2026;12:36;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;2;23275;Mobile Money
07/07/2025;08:40;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;2;32000;Mobile Money
08/07/2025;19:40;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
04/06/2025;14:34;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
01/07/2025;16:27;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
20/02/2026;10:11;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;1;4750;Carte Bancaire
22/01/2026;13:55;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Cash
27/04/2026;17:53;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
27/04/2026;19:15;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
04/12/2025;08:19;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;23275;Orange Money
05/11/2025;11:09;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;1;28000;Carte Bancaire
15/09/2025;11:29;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
28/12/2025;15:23;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;3;24500;Carte Bancaire
22/05/2026;11:37;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
17/10/2025;08:23;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;2;32000;Cash
27/12/2025;08:46;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
18/12/2025;16:42;Magasin-Bafoussam-01;P-0410;Huile Coco Bio 500 ml;1;4500;Orange Money
21/05/2026;20:56;Magasin-Douala-02;P-0409;Sandales Cuir Artisanales;1;12500;Orange Money
12/06/2025;11:09;Magasin-Bafoussam-01;P-0408;Sac à Main Cuir Bafia;2;35000;Orange Money
22/10/2025;10:48;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;2;12000;Mobile Money
29/11/2025;16:50;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
25/05/2026;13:29;Magasin-Douala-02;P-0403;Power Bank 10000mAh;2;15000;Mobile Money
26/06/2025;11:33;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Cash
21/11/2025;11:13;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;2;2000;Orange Money
29/04/2026;08:55;Magasin-Yaounde-01;P-0414;Set 6 Verres Décorés;2;9000;Carte Bancaire
05/07/2025;18:56;Magasin-Douala-01;P-0408;Sac à Main Cuir Bafia;1;35000;Cash
25/04/2026;21:08;Magasin-Douala-02;P-0411;Savon Noir Artisanal;3;2000;Orange Money
27/12/2025;08:29;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;1;12500;Mobile Money
28/11/2025;09:02;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
24/07/2025;16:33;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;1800;Cash
15/02/2026;09:22;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;2;4500;Mobile Money
09/12/2025;09:49;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;1;28000;Mobile Money
05/10/2025;10:54;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
08/05/2026;15:45;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
11/08/2025;10:15;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;2;12000;Carte Bancaire
22/04/2026;14:45;Magasin-Douala-01;P-0408;Sac à Main Cuir Bafia;1;35000;Orange Money
20/12/2025;21:04;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;2;18000;Orange Money
30/04/2026;16:31;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
03/12/2025;09:35;Magasin-Bafoussam-01;P-0410;Huile Coco Bio 500 ml;1;4500;Mobile Money
07/09/2025;09:15;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
04/06/2025;21:26;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Orange Money
07/09/2025;19:07;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
25/11/2025;16:17;Magasin-Douala-02;P-0409;Sandales Cuir Artisanales;1;12500;Cash
18/05/2026;09:35;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;3;15000;Orange Money
24/10/2025;12:22;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;2;18000;Orange Money
13/03/2026;14:13;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;2;15500;Mobile Money
10/05/2026;10:21;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Cash
20/11/2025;12:36;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;2;2000;Orange Money
08/09/2025;13:54;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;2;12500;Mobile Money
02/09/2025;15:16;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Cash
09/10/2025;09:14;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;3;15000;Orange Money
31/05/2026;13:08;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
04/11/2025;10:13;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Cash
07/03/2026;11:35;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
28/06/2025;13:42;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;2;3500;Orange Money
17/03/2026;20:12;Magasin-Yaounde-01;P-0406;Robe Wax Modèle Akwa;1;28000;Mobile Money
06/11/2025;13:46;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Orange Money
09/11/2025;21:56;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
20/07/2025;19:07;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;1;28000;Orange Money
29/07/2025;18:59;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
08/02/2026;09:11;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;3;4500;Mobile Money
24/09/2025;11:32;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Cash
19/09/2025;18:38;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
18/08/2025;11:54;Magasin-Douala-01;P-0410;Huile Coco Bio 500 ml;1;4500;Carte Bancaire
04/12/2025;14:05;Magasin-Douala-02;P-0409;Sandales Cuir Artisanales;1;12500;Cash
31/10/2025;12:24;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Cash
21/11/2025;18:10;Magasin-Douala-02;P-0408;Sac à Main Cuir Bafia;1;35000;Mobile Money
17/01/2026;08:29;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
05/04/2026;18:05;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
23/01/2026;21:01;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
21/04/2026;20:07;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;2;2000;Cash
07/11/2025;15:19;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;1;28000;Carte Bancaire
24/11/2025;12:14;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;3;3500;Mobile Money
31/08/2025;08:53;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;2;24500;Carte Bancaire
24/04/2026;10:25;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;2;4500;Mobile Money
28/06/2025;18:49;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
12/11/2025;08:53;Magasin-Douala-02;P-0414;Set 6 Verres Décorés;2;9000;Cash
21/12/2025;18:05;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
29/08/2025;11:18;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;22050;Orange Money
13/08/2025;10:25;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
01/03/2026;19:20;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
02/11/2025;08:47;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;2;2000;Orange Money
10/12/2025;12:32;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
29/12/2025;20:28;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
10/04/2026;11:41;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4050;Orange Money
20/04/2026;15:56;Magasin-Douala-02;P-0414;Set 6 Verres Décorés;1;9000;Cash
01/03/2026;19:33;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
08/01/2026;16:01;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
29/12/2025;13:24;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Cash
29/07/2025;17:09;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;2;28000;Mobile Money
02/09/2025;11:31;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
03/03/2026;19:47;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Cash
19/04/2026;19:22;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;15000;Cash
13/06/2025;11:28;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
12/11/2025;19:59;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
03/03/2026;21:26;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Orange Money
15/07/2025;08:44;Magasin-Douala-02;P-0409;Sandales Cuir Artisanales;1;12500;Cash
25/12/2025;19:03;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
02/01/2026;18:46;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
05/04/2026;10:51;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;3;24500;Orange Money
15/08/2025;20:02;Magasin-Douala-01;P-0411;Savon Noir Artisanal;3;2000;Mobile Money
26/09/2025;20:09;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Carte Bancaire
18/06/2025;20:19;Magasin-Yaounde-01;P-0414;Set 6 Verres Décorés;1;8100;Carte Bancaire
21/11/2025;12:08;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Orange Money
09/03/2026;19:31;Magasin-Douala-02;P-0408;Sac à Main Cuir Bafia;1;35000;Cash
05/04/2026;15:58;Magasin-Douala-02;P-0401;casque bluetooth xr-200;1;24500;Orange Money
17/07/2025;19:55;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
13/09/2025;14:48;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
09/04/2026;19:30;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;3;2000;Cash
31/12/2025;21:01;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;12500;Carte Bancaire
06/11/2025;19:01;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Cash
16/12/2025;09:30;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
22/06/2025;14:01;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;2;12000;Carte Bancaire
15/02/2026;18:37;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;2;3500;Orange Money
23/10/2025;21:01;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;2;2000;Carte Bancaire
15/12/2025;10:55;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;2;5000;Mobile Money
14/05/2026;16:41;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
31/01/2026;10:15;Magasin-Douala-02;P-0403;Power Bank 10000mAh;2;15000;Cash
13/06/2025;15:19;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Orange Money
27/02/2026;16:25;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;2;3500;Mobile Money
03/11/2025;09:45;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;2;12000;Carte Bancaire
07/05/2026;19:18;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Cash
29/06/2025;08:13;Magasin-Douala-01;P-0414;Set 6 Verres Décorés;3;8550;Mobile Money
29/09/2025;21:55;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
30/09/2025;10:52;Magasin-Douala-02;P-0411;Savon Noir Artisanal;3;2000;Orange Money
28/11/2025;20:35;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Cash
28/02/2026;11:34;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;2;24500;Orange Money
04/07/2025;10:49;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;2;4500;Mobile Money
23/06/2025;12:02;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;2;32000;Carte Bancaire
30/04/2026;08:06;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;2;24500;Mobile Money
17/03/2026;10:06;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
12/11/2025;15:20;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
05/05/2026;08:57;Magasin-Douala-01;P-0411;Savon Noir Artisanal;2;2000;Cash
10/09/2025;19:21;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;2;12000;Carte Bancaire
24/06/2025;16:30;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;3;24500;Carte Bancaire
25/11/2025;16:59;Magasin-Douala-02;P-0414;Set 6 Verres Décorés;1;9000;Orange Money
27/03/2026;16:45;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;10800;Carte Bancaire
04/09/2025;17:26;Magasin-Douala-02;P-0408;Sac à Main Cuir Bafia;1;35000;Cash
06/12/2025;21:51;Magasin-Yaounde-01;P-0401;Casque BT XR200;1;24500;Cash
27/09/2025;11:16;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Cash
28/10/2025;18:31;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;3;4500;Cash
26/06/2025;20:43;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;2;4500;Mobile Money
09/12/2025;15:34;Magasin-Bafoussam-01;P-0408;Sac à Main Cuir Bafia;2;35000;Cash
26/10/2025;08:21;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
11/03/2026;18:34;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Cash
01/05/2026;13:43;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
02/08/2025;11:22;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;1;15000;Orange Money
30/12/2025;18:45;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;3;2000;Cash
25/08/2025;11:48;Magasin-Yaounde-01;P-0401;casque bluetooth xr-200;1;24500;Cash
22/05/2026;10:24;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
26/06/2025;19:46;Magasin-Yaounde-01;P-0406;Robe Wax Modèle Akwa;1;25200;Mobile Money
08/10/2025;16:33;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;2;2000;Carte Bancaire
13/08/2025;08:26;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;1;3325;Mobile Money
27/11/2025;11:50;Magasin-Douala-02;P-0403;Power Bank 10000mAh;2;15000;Carte Bancaire
20/05/2026;12:40;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
13/03/2026;15:58;Magasin-Douala-02;P-0407;Chemise Homme Slim Fit;1;15500;Orange Money
05/12/2025;18:16;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;1;25200;Carte Bancaire
18/01/2026;14:22;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;2;12000;Carte Bancaire
25/09/2025;19:51;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Cash
01/09/2025;14:15;Magasin-Yaounde-01;P-0408;Sac à Main Cuir Bafia;1;31500;Cash
10/10/2025;20:56;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Cash
26/06/2025;13:44;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;1;15000;Orange Money
20/12/2025;11:20;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;3;32000;Cash
13/04/2026;21:43;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
04/12/2025;19:51;Magasin-Douala-02;P-0407;Chemise Homme Slim Fit;2;15500;Mobile Money
28/10/2025;20:26;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
31/01/2026;11:27;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
12/08/2025;19:41;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
05/07/2025;15:30;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;2;4275;Orange Money
16/12/2025;15:38;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
18/10/2025;14:42;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;3;18000;Mobile Money
28/08/2025;11:40;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;2;24500;Orange Money
04/12/2025;11:39;Magasin-Bafoussam-01;P-0408;Sac à Main Cuir Bafia;1;35000;Mobile Money
11/01/2026;19:43;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;1900;Carte Bancaire
28/12/2025;20:00;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;1;32000;Orange Money
31/03/2026;11:54;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
21/06/2025;17:56;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;2;3500;Cash
05/01/2026;14:24;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
06/06/2025;18:35;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
22/01/2026;10:50;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Mobile Money
28/05/2026;14:16;Magasin-Douala-01;P-0414;Set 6 Verres Décorés;1;9000;Cash
15/03/2026;10:57;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;3;3500;Orange Money
23/05/2026;09:30;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Orange Money
27/06/2025;11:34;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;2;28000;Cash
14/10/2025;17:45;Magasin-Douala-01;P-0414;Set 6 Verres Décorés;1;9000;Orange Money
05/12/2025;12:10;Magasin-Yaounde-01;P-0406;Robe Wax Modèle Akwa;1;28000;Mobile Money
20/01/2026;21:59;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
